# Temperature_MeV comoving_wavenumber Horizon_mass_solar kappa_QCD gamma_QCD delta_QCD phi_QCD
539.85 7.47096e+06 0.215067 5.28691 0.356283 0.543047 0.661653
541.469 7.49395e+06 0.213715 5.2881 0.356558 0.543069 0.661663
543.092 7.517e+06 0.212372 5.28928 0.356831 0.543091 0.661674
544.72 7.54012e+06 0.211039 5.29045 0.357103 0.543113 0.661684
546.354 7.56331e+06 0.209714 5.29161 0.357372 0.543135 0.661694
547.992 7.58656e+06 0.208397 5.29277 0.35764 0.543157 0.661705
549.635 7.60989e+06 0.207089 5.29391 0.357906 0.543179 0.661715
551.282 7.63329e+06 0.205788 5.29506 0.358171 0.5432 0.661725
552.935 7.65678e+06 0.204496 5.29619 0.358434 0.543222 0.661735
554.593 7.68034e+06 0.203211 5.29732 0.358695 0.543243 0.661745
556.256 7.70397e+06 0.201936 5.29844 0.358955 0.543264 0.661755
557.924 7.72767e+06 0.200668 5.29955 0.359213 0.543285 0.661765
559.596 7.75144e+06 0.199408 5.30031 0.359457 0.543306 0.661775
561.274 7.77527e+06 0.198157 5.2978 0.359585 0.543329 0.661785
562.957 7.79917e+06 0.196914 5.2953 0.359713 0.543352 0.661796
564.645 7.82314e+06 0.19568 5.29282 0.359839 0.543375 0.661806
566.337 7.84719e+06 0.194453 5.29035 0.359965 0.543398 0.661817
568.035 7.8713e+06 0.193234 5.2879 0.36009 0.54342 0.661827
569.738 7.89549e+06 0.192023 5.28547 0.360214 0.543443 0.661837
571.447 7.91975e+06 0.190819 5.28305 0.360337 0.543465 0.661847
573.16 7.94409e+06 0.189623 5.28064 0.360459 0.543487 0.661857
574.878 7.9685e+06 0.188435 5.27825 0.360581 0.543509 0.661867
576.602 7.99298e+06 0.187255 5.27588 0.360702 0.543531 0.661877
578.331 8.01753e+06 0.186082 5.27352 0.360822 0.543552 0.661887
580.065 8.04217e+06 0.184916 5.27118 0.360942 0.543574 0.661897
581.804 8.06689e+06 0.183757 5.26885 0.36106 0.543595 0.661906
583.548 8.09169e+06 0.182606 5.26653 0.361178 0.543617 0.661916
585.298 8.11656e+06 0.181462 5.26423 0.361295 0.543638 0.661926
587.052 8.14151e+06 0.180325 5.26195 0.361412 0.543659 0.661935
588.812 8.16653e+06 0.179195 5.25968 0.361527 0.54368 0.661945
590.578 8.19163e+06 0.178073 5.25742 0.361642 0.543701 0.661954
592.348 8.21679e+06 0.176959 5.25518 0.361757 0.543721 0.661964
594.124 8.24202e+06 0.175851 5.25296 0.36187 0.543742 0.661973
595.906 8.26734e+06 0.174751 5.25074 0.361983 0.543762 0.661982
597.692 8.29272e+06 0.173658 5.24855 0.362095 0.543782 0.661991
599.484 8.31818e+06 0.172572 5.24636 0.362206 0.543802 0.662
601.282 8.34373e+06 0.171492 5.24419 0.362316 0.543822 0.662009
603.084 8.36936e+06 0.170419 5.24203 0.362426 0.543842 0.662018
604.892 8.39507e+06 0.169353 5.23989 0.362536 0.543862 0.662027
606.706 8.42085e+06 0.168294 5.23776 0.362644 0.543882 0.662036
608.525 8.44671e+06 0.167242 5.23565 0.362752 0.543901 0.662045
610.349 8.47265e+06 0.166196 5.23354 0.362859 0.54392 0.662054
612.179 8.49867e+06 0.165157 5.23145 0.362965 0.54394 0.662063
614.015 8.52477e+06 0.164124 5.22938 0.363071 0.543959 0.662071
615.856 8.55095e+06 0.163098 5.22732 0.363176 0.543978 0.66208
617.702 8.5772e+06 0.162079 5.22527 0.363281 0.543997 0.662089
619.554 8.60354e+06 0.161066 5.22323 0.363384 0.544015 0.662097
621.412 8.62995e+06 0.160059 5.22121 0.363488 0.544034 0.662106
623.275 8.65645e+06 0.159059 5.2192 0.36359 0.544052 0.662114
625.143 8.68303e+06 0.158065 5.2172 0.363692 0.544072 0.662123
627.018 8.70968e+06 0.157078 5.21521 0.363793 0.544094 0.662133
628.897 8.73642e+06 0.156096 5.21324 0.363893 0.544115 0.662143
630.783 8.76325e+06 0.155121 5.21128 0.363993 0.544137 0.662153
632.674 8.79016e+06 0.154152 5.20933 0.364093 0.544158 0.662163
634.571 8.81716e+06 0.153189 5.20739 0.364191 0.544179 0.662173
636.474 8.84423e+06 0.152232 5.20547 0.364289 0.5442 0.662183
638.382 8.87139e+06 0.151281 5.20356 0.364387 0.544221 0.662192
640.296 8.89864e+06 0.150336 5.20166 0.364483 0.544242 0.662202
642.215 8.92596e+06 0.149397 5.19977 0.36458 0.544262 0.662212
644.141 8.95337e+06 0.148464 5.1979 0.364675 0.544283 0.662221
646.072 8.98087e+06 0.147537 5.19603 0.36477 0.544303 0.662231
648.009 9.00844e+06 0.146615 5.19418 0.364864 0.544323 0.66224
649.952 9.03612e+06 0.1457 5.19234 0.364958 0.544343 0.662249
651.901 9.06388e+06 0.144789 5.19051 0.365052 0.544363 0.662259
653.855 9.09175e+06 0.143884 5.18869 0.365144 0.544383 0.662268
655.816 9.1197e+06 0.142985 5.18688 0.365236 0.544402 0.662277
657.782 9.14773e+06 0.142092 5.18508 0.365328 0.544422 0.662286
659.754 9.17586e+06 0.141204 5.1833 0.365419 0.544442 0.662296
661.732 9.20407e+06 0.140321 5.18152 0.365509 0.544464 0.662306
663.716 9.23238e+06 0.139444 5.17976 0.365599 0.544486 0.662317
665.706 9.26078e+06 0.138572 5.17801 0.365688 0.544508 0.662327
667.702 9.28926e+06 0.137706 5.17627 0.365777 0.54453 0.662338
669.704 9.31783e+06 0.136845 5.17454 0.365865 0.544552 0.662348
671.711 9.34649e+06 0.13599 5.17282 0.365953 0.544573 0.662358
673.725 9.37524e+06 0.13514 5.17111 0.36604 0.544594 0.662368
675.745 9.40407e+06 0.134295 5.16941 0.366126 0.544616 0.662378
677.771 9.43299e+06 0.133456 5.16772 0.366212 0.544637 0.662389
679.803 9.462e+06 0.132622 5.16605 0.366298 0.544658 0.662399
681.841 9.49109e+06 0.131794 5.16438 0.366383 0.544679 0.662408
683.886 9.52028e+06 0.130971 5.16273 0.366467 0.5447 0.662418
685.936 9.54955e+06 0.130153 5.16108 0.366551 0.54472 0.662428
687.993 9.57891e+06 0.12934 5.15945 0.366634 0.544741 0.662438
690.055 9.60836e+06 0.128532 5.15782 0.366717 0.544761 0.662448
692.124 9.6379e+06 0.127729 5.15621 0.366799 0.544781 0.662457
694.199 9.66754e+06 0.126932 5.15461 0.366881 0.544801 0.662467
696.281 9.69726e+06 0.126139 5.15301 0.366962 0.544821 0.662476
698.368 9.72707e+06 0.125352 5.15143 0.367042 0.544841 0.662486
700.462 9.75697e+06 0.124569 5.14986 0.367123 0.544861 0.662495
702.562 9.78698e+06 0.123791 5.14829 0.367202 0.54488 0.662505
704.668 9.81708e+06 0.123018 5.14674 0.367281 0.5449 0.662514
706.781 9.84727e+06 0.12225 5.1452 0.36736 0.544919 0.662523
708.9 9.87756e+06 0.121487 5.14366 0.367438 0.544939 0.662532
711.026 9.90799e+06 0.120727 5.14213 0.367516 0.544958 0.662541
713.157 9.93852e+06 0.119971 5.14061 0.367593 0.544977 0.66255
715.295 9.96918e+06 0.11922 5.1391 0.36767 0.544996 0.662559
717.44 9.99993e+06 0.118474 5.1376 0.367747 0.545014 0.662568
719.591 1.00308e+07 0.117732 5.13611 0.367823 0.545033 0.662577
721.748 1.00617e+07 0.116994 5.13463 0.367898 0.545052 0.662586
723.912 1.00928e+07 0.116261 5.13315 0.367974 0.54507 0.662595
726.083 1.0124e+07 0.115532 5.13169 0.368048 0.545089 0.662604
728.26 1.01552e+07 0.114809 5.13023 0.368122 0.545107 0.662612
730.443 1.01865e+07 0.11409 5.12879 0.368196 0.545125 0.662621
732.633 1.02179e+07 0.113377 5.12736 0.368269 0.545143 0.662629
734.83 1.02493e+07 0.11267 5.12594 0.368341 0.545161 0.662638
737.033 1.02808e+07 0.111967 5.12452 0.368413 0.545178 0.662646
739.242 1.03124e+07 0.111269 5.12312 0.368485 0.545196 0.662655
741.459 1.03441e+07 0.110576 5.12173 0.368556 0.545213 0.662663
743.682 1.03758e+07 0.109887 5.12034 0.368626 0.545231 0.662671
745.911 1.04076e+07 0.109204 5.11897 0.368696 0.545248 0.66268
748.148 1.04395e+07 0.108524 5.1176 0.368766 0.545265 0.662688
750.391 1.04716e+07 0.107849 5.11624 0.368835 0.545282 0.662696
752.641 1.05037e+07 0.107177 5.11489 0.368904 0.545299 0.662704
754.897 1.05359e+07 0.10651 5.11355 0.368972 0.545316 0.662712
757.16 1.05683e+07 0.105847 5.11222 0.36904 0.545333 0.66272
759.431 1.06007e+07 0.105188 5.11089 0.369108 0.545349 0.662728
761.707 1.06333e+07 0.104533 5.10958 0.369175 0.545366 0.662736
763.991 1.06659e+07 0.103881 5.10827 0.369242 0.545382 0.662743
766.282 1.06987e+07 0.103234 5.10697 0.369308 0.545399 0.662751
768.579 1.07316e+07 0.102591 5.10567 0.369374 0.545415 0.662759
770.883 1.07645e+07 0.101952 5.10439 0.369439 0.545431 0.662767
773.195 1.07976e+07 0.101317 5.10311 0.369504 0.545447 0.662774
775.513 1.08308e+07 0.100686 5.10184 0.369569 0.545463 0.662782
777.838 1.08641e+07 0.100059 5.10058 0.369633 0.545479 0.662789
780.17 1.08974e+07 0.0994353 5.09734 0.369642 0.545498 0.662798
782.509 1.09309e+07 0.0988159 5.09391 0.369645 0.545517 0.662807
784.855 1.09645e+07 0.0982003 5.0905 0.369648 0.545536 0.662816
787.208 1.09982e+07 0.0975886 5.08711 0.369651 0.545555 0.662825
789.568 1.1032e+07 0.0969808 5.08374 0.369654 0.545574 0.662834
791.936 1.10659e+07 0.0963767 5.0804 0.369657 0.545592 0.662843
794.31 1.10999e+07 0.0957765 5.07707 0.36966 0.545611 0.662851
796.691 1.1134e+07 0.0951801 5.07377 0.369663 0.545629 0.66286
799.08 1.11682e+07 0.0945874 5.07049 0.369665 0.545648 0.662868
801.476 1.12025e+07 0.0939986 5.06722 0.369668 0.545666 0.662877
803.879 1.12369e+07 0.0934134 5.06398 0.369671 0.545684 0.662886
806.289 1.12714e+07 0.092832 5.06076 0.369674 0.545702 0.662894
808.706 1.1306e+07 0.0922544 5.05756 0.369677 0.54572 0.662902
811.131 1.13407e+07 0.0916805 5.05439 0.36968 0.545738 0.662911
813.563 1.13755e+07 0.0911105 5.05123 0.369682 0.545756 0.662919
816.002 1.14104e+07 0.0905441 5.04809 0.369685 0.545773 0.662927
818.448 1.14454e+07 0.0899815 5.04498 0.369688 0.545791 0.662935
820.902 1.14805e+07 0.0894226 5.04188 0.369691 0.545808 0.662943
823.363 1.15156e+07 0.0888681 5.03881 0.369693 0.545825 0.662951
825.832 1.15509e+07 0.0883172 5.03576 0.369696 0.545843 0.66296
828.308 1.15862e+07 0.0877698 5.03273 0.369699 0.54586 0.662968
830.791 1.16217e+07 0.087225 5.02971 0.369701 0.545877 0.662976
833.282 1.16573e+07 0.0866832 5.02671 0.369704 0.545894 0.662984
835.78 1.16931e+07 0.0861446 5.02372 0.369707 0.545912 0.662992
838.286 1.17289e+07 0.0856096 5.02076 0.369709 0.545928 0.663
840.8 1.17648e+07 0.0850788 5.01782 0.369712 0.545945 0.663007
843.32 1.18008e+07 0.084552 5.0149 0.369714 0.545962 0.663015
845.849 1.18368e+07 0.0840292 5.01201 0.369717 0.545979 0.663023
848.385 1.1873e+07 0.0835095 5.00913 0.369719 0.545995 0.663031
850.928 1.19093e+07 0.0829929 5.00627 0.369722 0.546011 0.663038
853.48 1.19457e+07 0.0824781 5.00342 0.369724 0.546028 0.663046
856.038 1.19823e+07 0.0819664 5.00058 0.369727 0.546044 0.663053
858.605 1.2019e+07 0.0814581 4.99777 0.369729 0.54606 0.663061
861.179 1.20559e+07 0.0809528 4.99497 0.369732 0.546076 0.663068
863.761 1.20928e+07 0.0804505 4.99219 0.369734 0.546092 0.663076
866.351 1.21299e+07 0.0799513 4.98942 0.369737 0.546108 0.663083
868.948 1.2167e+07 0.0794553 4.98668 0.369739 0.546123 0.66309
871.553 1.22043e+07 0.0789623 4.98395 0.369742 0.546144 0.6631
874.167 1.22417e+07 0.0784724 4.98123 0.369744 0.546165 0.663109
876.787 1.22792e+07 0.0779856 4.97854 0.369746 0.546186 0.663118
879.416 1.23169e+07 0.0775019 4.97586 0.369749 0.546206 0.663127
882.053 1.23546e+07 0.0770213 4.97319 0.369751 0.546227 0.663136
884.697 1.23924e+07 0.0765438 4.97055 0.369753 0.546247 0.663145
887.35 1.24304e+07 0.0760692 4.96792 0.369756 0.546267 0.663154
890.01 1.24685e+07 0.0755977 4.96531 0.369758 0.546287 0.663163
892.678 1.25067e+07 0.0751291 4.96271 0.36976 0.546307 0.663172
895.355 1.2545e+07 0.0746633 4.96014 0.369762 0.546327 0.66318
898.039 1.25834e+07 0.0742005 4.95757 0.369765 0.546346 0.663189
900.732 1.26219e+07 0.0737407 4.95503 0.369767 0.546366 0.663198
903.432 1.26606e+07 0.0732838 4.95249 0.369769 0.546385 0.663206
906.141 1.26993e+07 0.0728299 4.94998 0.369771 0.546405 0.663215
908.858 1.27382e+07 0.0723788 4.94748 0.369774 0.546424 0.663223
911.583 1.27772e+07 0.0719305 4.945 0.369776 0.546443 0.663232
914.316 1.28163e+07 0.0714849 4.94253 0.369778 0.546462 0.66324
917.057 1.28556e+07 0.0710422 4.94008 0.36978 0.546481 0.663248
919.806 1.28949e+07 0.0706022 4.93764 0.369782 0.546499 0.663257
922.564 1.29344e+07 0.0701652 4.93522 0.369784 0.546518 0.663265
925.33 1.2974e+07 0.0697309 4.93282 0.369786 0.546536 0.663273
928.104 1.30136e+07 0.0692995 4.93043 0.369789 0.546555 0.663281
930.887 1.30535e+07 0.0688706 4.92805 0.369791 0.546573 0.663289
933.678 1.30934e+07 0.0684442 4.92569 0.369793 0.546591 0.663297
936.477 1.31335e+07 0.0680205 4.92334 0.369795 0.546609 0.663305
939.285 1.31737e+07 0.0675995 4.92101 0.369797 0.546627 0.663313
942.101 1.3214e+07 0.0671814 4.9187 0.369799 0.546645 0.663321
944.925 1.32544e+07 0.0667659 4.9164 0.369801 0.546662 0.663329
947.758 1.32949e+07 0.0663531 4.91411 0.369803 0.54668 0.663337
950.6 1.33355e+07 0.0659429 4.91184 0.369805 0.546697 0.663344
953.45 1.33763e+07 0.0655352 4.90958 0.369807 0.546715 0.663352
956.309 1.34172e+07 0.0651301 4.90733 0.369809 0.546732 0.66336
959.176 1.34582e+07 0.0647274 4.9051 0.369811 0.546749 0.663367
962.051 1.34994e+07 0.0643273 4.90289 0.369813 0.546766 0.663375
964.936 1.35407e+07 0.0639296 4.90069 0.369815 0.546783 0.663382
967.829 1.35821e+07 0.0635344 4.8985 0.369817 0.5468 0.66339
970.731 1.36236e+07 0.0631417 4.89632 0.369819 0.546816 0.663397
973.641 1.36652e+07 0.0627514 4.89416 0.36982 0.546834 0.663404
976.56 1.3707e+07 0.0623636 4.89201 0.369822 0.546851 0.663412
979.488 1.37489e+07 0.0619782 4.88988 0.369824 0.546869 0.663419
982.425 1.37909e+07 0.0615954 4.88776 0.369826 0.546886 0.663426
985.37 1.38331e+07 0.0612151 4.88565 0.369828 0.546903 0.663433
988.324 1.38753e+07 0.0608372 4.88356 0.36983 0.54692 0.66344
991.287 1.39177e+07 0.0604617 4.88148 0.369832 0.546937 0.663447
994.26 1.39602e+07 0.0600886 4.87941 0.369833 0.546954 0.663454
997.24 1.40028e+07 0.0597175 4.87736 0.369835 0.54697 0.663461
1000.23 1.40456e+07 0.0593486 4.87531 0.369837 0.546987 0.663468
1003.23 1.40888e+07 0.0589801 4.87327 0.369839 0.547004 0.663475
1006.24 1.41321e+07 0.0586136 4.87124 0.369841 0.54702 0.663482
1009.25 1.41756e+07 0.0582494 4.86923 0.369842 0.547036 0.663489
1012.28 1.42192e+07 0.0578874 4.86722 0.369844 0.547053 0.663496
1015.31 1.42629e+07 0.0575277 4.86523 0.369846 0.547069 0.663503
1018.36 1.43068e+07 0.0571702 4.86325 0.369848 0.547085 0.66351
1021.41 1.43508e+07 0.0568149 4.86128 0.369849 0.547101 0.663516
1024.47 1.43949e+07 0.056462 4.85933 0.369851 0.547117 0.663523
1027.55 1.44391e+07 0.0561111 4.85738 0.369853 0.547133 0.663529
1030.63 1.44835e+07 0.0557625 4.85545 0.369855 0.547149 0.663536
1033.72 1.45281e+07 0.0554161 4.85353 0.369856 0.547165 0.663543
1036.82 1.45728e+07 0.0550718 4.85163 0.369858 0.547182 0.663549
1039.92 1.46176e+07 0.0547297 4.84973 0.36986 0.547198 0.663556
1043.04 1.46625e+07 0.0543897 4.84785 0.369861 0.547214 0.663562
1046.17 1.47076e+07 0.0540519 4.84598 0.369863 0.54723 0.663568
1049.31 1.47528e+07 0.0537162 4.84412 0.369864 0.547245 0.663575
1052.45 1.47981e+07 0.0533826 4.84227 0.369866 0.547261 0.663581
1055.61 1.48436e+07 0.053051 4.84043 0.369868 0.547277 0.663587
1058.77 1.48893e+07 0.0527215 4.83861 0.369869 0.547292 0.663594
1061.95 1.4935e+07 0.0523941 4.8368 0.369871 0.547307 0.6636
1065.13 1.49809e+07 0.0520688 4.83499 0.369872 0.547323 0.663606
1068.32 1.5027e+07 0.0517455 4.8332 0.369874 0.547338 0.663612
1071.53 1.50732e+07 0.0514242 4.83142 0.369876 0.547353 0.663618
1074.74 1.51195e+07 0.0511049 4.82966 0.369877 0.547368 0.663624
1077.96 1.5166e+07 0.0507876 4.8279 0.369879 0.547383 0.66363
1081.19 1.52126e+07 0.0504723 4.82615 0.36988 0.547398 0.663636
1084.43 1.52593e+07 0.050159 4.82442 0.369882 0.547413 0.663642
1087.69 1.53062e+07 0.0498476 4.82107 0.369848 0.547431 0.66365
1090.95 1.53533e+07 0.0495382 4.8175 0.369809 0.547451 0.663659
1094.22 1.54004e+07 0.0492307 4.81395 0.36977 0.54747 0.663668
1097.5 1.54478e+07 0.0489252 4.81043 0.369731 0.547489 0.663677
1100.79 1.54952e+07 0.0486215 4.80692 0.369693 0.547508 0.663685
1104.09 1.55428e+07 0.0483198 4.80344 0.369655 0.547527 0.663694
1107.4 1.55906e+07 0.0480199 4.79998 0.369617 0.547546 0.663702
1110.72 1.56385e+07 0.047722 4.79655 0.369579 0.547565 0.663711
1114.05 1.56865e+07 0.0474258 4.79313 0.369542 0.547583 0.663719
1117.39 1.57347e+07 0.0471316 4.78974 0.369504 0.547602 0.663727
1120.74 1.57831e+07 0.0468392 4.78636 0.369467 0.54762 0.663736
1124.1 1.58316e+07 0.0465486 4.78301 0.369431 0.547638 0.663744
1127.47 1.58802e+07 0.0462598 4.77968 0.369394 0.547656 0.663752
1130.85 1.5929e+07 0.0459728 4.77637 0.369358 0.547674 0.66376
1134.24 1.59779e+07 0.0456877 4.77308 0.369322 0.547692 0.663768
1137.64 1.6027e+07 0.0454043 4.76981 0.369286 0.54771 0.663776
1141.05 1.60762e+07 0.0451227 4.76656 0.369251 0.547727 0.663784
1144.47 1.61256e+07 0.0448428 4.76333 0.369215 0.547745 0.663792
1147.91 1.61751e+07 0.0445647 4.76011 0.36918 0.547762 0.6638
1151.35 1.62248e+07 0.0442884 4.75689 0.369144 0.54778 0.663808
1154.8 1.62746e+07 0.0440138 4.75368 0.369108 0.547797 0.663816
1158.26 1.63245e+07 0.0437408 4.7505 0.369073 0.547815 0.663823
1161.73 1.63747e+07 0.0434697 4.74733 0.369038 0.547832 0.663831
1165.22 1.64249e+07 0.0432001 4.74419 0.369003 0.547849 0.663839
1168.71 1.64754e+07 0.0429323 4.74106 0.368969 0.547866 0.663846
1172.21 1.6526e+07 0.0426662 4.73796 0.368934 0.547883 0.663854
1175.73 1.65767e+07 0.0424017 4.73487 0.3689 0.5479 0.663862
1179.25 1.66276e+07 0.0421389 4.7318 0.368866 0.547916 0.663869
1182.79 1.66786e+07 0.0418777 4.72876 0.368832 0.547933 0.663876
1186.34 1.67298e+07 0.0416182 4.72573 0.368799 0.547949 0.663884
1189.89 1.67812e+07 0.0413603 4.72272 0.368765 0.547966 0.663891
1193.46 1.68327e+07 0.041104 4.71973 0.368732 0.547982 0.663899
1197.04 1.68843e+07 0.0408493 4.71676 0.368699 0.547998 0.663906
1200.63 1.69361e+07 0.0405962 4.7138 0.368667 0.548014 0.663913
1204.23 1.69881e+07 0.0403447 4.71087 0.368634 0.54803 0.66392
1207.84 1.70403e+07 0.0400947 4.70795 0.368602 0.548046 0.663927
1211.46 1.70925e+07 0.0398464 4.70505 0.36857 0.548062 0.663934
1215.09 1.7145e+07 0.0395996 4.70217 0.368538 0.54808 0.663941
1218.73 1.71976e+07 0.0393543 4.69931 0.368506 0.548098 0.663948
1222.39 1.72504e+07 0.0391105 4.69647 0.368474 0.548116 0.663955
1226.05 1.73033e+07 0.0388683 4.69364 0.368443 0.548134 0.663962
1229.73 1.73564e+07 0.0386276 4.69083 0.368412 0.548152 0.663969
1233.41 1.74096e+07 0.0383884 4.68804 0.368381 0.548169 0.663976
1237.11 1.7463e+07 0.0381507 4.68527 0.36835 0.548187 0.663983
1240.82 1.75166e+07 0.0379145 4.68251 0.36832 0.548204 0.663989
1244.54 1.75703e+07 0.0376798 4.67977 0.368289 0.548222 0.663996
1248.27 1.76242e+07 0.0374465 4.67705 0.368259 0.548239 0.664003
1252.02 1.76782e+07 0.0372147 4.67434 0.368229 0.548256 0.664009
1255.77 1.77324e+07 0.0369844 4.67166 0.368199 0.548273 0.664016
1259.53 1.77868e+07 0.0367554 4.66898 0.36817 0.54829 0.664022
1263.31 1.78414e+07 0.036528 4.66633 0.36814 0.548307 0.664029
1267.1 1.78961e+07 0.0363019 4.66369 0.368111 0.548324 0.664035
1270.9 1.79509e+07 0.0360773 4.66107 0.368082 0.54834 0.664042
1274.71 1.8006e+07 0.035854 4.65847 0.368053 0.548357 0.664048
1278.53 1.80612e+07 0.0356322 4.65588 0.368025 0.548373 0.664054
1282.36 1.81165e+07 0.0354118 4.6533 0.367996 0.54839 0.664061
1286.21 1.81721e+07 0.0351927 4.65075 0.367968 0.548406 0.664067
1290.06 1.82278e+07 0.034975 4.64821 0.36794 0.548422 0.664073
1293.93 1.82837e+07 0.0347587 4.64568 0.367912 0.548438 0.664079
1297.81 1.83397e+07 0.0345437 4.64317 0.367884 0.548454 0.664086
1301.7 1.83959e+07 0.03433 4.64068 0.367856 0.54847 0.664092
1305.6 1.84523e+07 0.0341177 4.6382 0.367829 0.548485 0.664098
1309.52 1.85088e+07 0.0339068 4.63574 0.367802 0.548501 0.664104
1313.44 1.85655e+07 0.0336971 4.6333 0.367774 0.548516 0.66411
1317.38 1.86224e+07 0.0334888 4.63086 0.367747 0.548532 0.664116
1321.33 1.86795e+07 0.0332817 4.62845 0.367721 0.548547 0.664121
1325.29 1.87367e+07 0.033076 4.62605 0.367694 0.548562 0.664127
1329.27 1.87941e+07 0.0328715 4.62366 0.367668 0.548578 0.664133
1333.25 1.88517e+07 0.0326684 4.62129 0.367641 0.548593 0.664139
1337.25 1.89094e+07 0.0324665 4.61894 0.367615 0.548607 0.664145
1341.26 1.89673e+07 0.0322658 4.61659 0.367589 0.548622 0.66415
1345.28 1.90254e+07 0.0320664 4.61427 0.367564 0.548637 0.664156
1349.31 1.90837e+07 0.0318683 4.61196 0.367538 0.548652 0.664162
1353.36 1.91421e+07 0.0316714 4.60966 0.367512 0.548666 0.664167
1357.42 1.92008e+07 0.0314757 4.60737 0.367487 0.548683 0.664174
1361.49 1.92596e+07 0.0312813 4.60511 0.367462 0.5487 0.66418
1365.57 1.93185e+07 0.031088 4.60285 0.367437 0.548717 0.664187
1369.66 1.93777e+07 0.030896 4.60061 0.367412 0.548734 0.664193
1373.77 1.9437e+07 0.0307052 4.59838 0.367388 0.548751 0.6642
1377.89 1.94965e+07 0.0305156 4.59617 0.367363 0.548768 0.664206
1382.02 1.95562e+07 0.0303271 4.59397 0.367339 0.548784 0.664213
1386.16 1.96161e+07 0.0301399 4.59179 0.367314 0.548801 0.664219
1390.32 1.96761e+07 0.0299538 4.58961 0.36729 0.548817 0.664225
1394.49 1.97363e+07 0.0297689 4.58746 0.367266 0.548834 0.664231
1398.67 1.97967e+07 0.0295851 4.58531 0.367243 0.54885 0.664238
1402.86 1.98573e+07 0.0294025 4.58318 0.367219 0.548866 0.664244
1407.07 1.99181e+07 0.029221 4.58106 0.367196 0.548882 0.66425
1411.29 1.9979e+07 0.0290406 4.57896 0.367172 0.548898 0.664256
1415.52 2.00401e+07 0.0288614 4.57687 0.367149 0.548914 0.664262
1419.76 2.01015e+07 0.0286833 4.57479 0.367126 0.548929 0.664268
1424.02 2.0163e+07 0.0285063 4.57272 0.367103 0.548945 0.664274
1428.29 2.02246e+07 0.0283305 4.57067 0.36708 0.54896 0.66428
1432.57 2.02865e+07 0.0281557 4.56863 0.367058 0.548976 0.664286
1436.86 2.03485e+07 0.027982 4.56661 0.367035 0.548994 0.664293
1441.17 2.04108e+07 0.0278094 4.56459 0.367013 0.549011 0.664299
1445.49 2.04732e+07 0.0276379 4.56259 0.366991 0.549029 0.664306
1449.83 2.05358e+07 0.0274674 4.5606 0.366969 0.549046 0.664313
1454.17 2.05986e+07 0.0272981 4.55862 0.366947 0.549063 0.664319
1458.53 2.06616e+07 0.0271297 4.55666 0.366925 0.54908 0.664326
1462.91 2.07248e+07 0.0269625 4.55471 0.366904 0.549097 0.664332
1467.29 2.07881e+07 0.0267962 4.55277 0.366882 0.549114 0.664338
1471.69 2.08517e+07 0.026631 4.55084 0.366861 0.54913 0.664345
1476.1 2.09154e+07 0.0264669 4.54893 0.366839 0.549147 0.664351
1480.53 2.09794e+07 0.0263037 4.54702 0.366818 0.549163 0.664357
1484.97 2.10435e+07 0.0261416 4.54513 0.366797 0.54918 0.664364
1489.42 2.11078e+07 0.0259805 4.54325 0.366777 0.549196 0.66437
1493.89 2.11723e+07 0.0258204 4.54138 0.366756 0.549212 0.664376
1498.36 2.1237e+07 0.0256613 4.53953 0.366735 0.549228 0.664382
1502.86 2.13019e+07 0.0255032 4.53768 0.366715 0.549244 0.664388
1507.36 2.1367e+07 0.0253461 4.53585 0.366695 0.54926 0.664394
1511.88 2.14323e+07 0.02519 4.53403 0.366674 0.549276 0.6644
1516.42 2.14978e+07 0.0250348 4.53222 0.366654 0.549291 0.664406
1520.96 2.15635e+07 0.0248807 4.53042 0.366634 0.549307 0.664412
1525.52 2.16293e+07 0.0247274 4.52863 0.366615 0.549323 0.664418
1530.1 2.16954e+07 0.0245752 4.52685 0.366595 0.549338 0.664424
1534.68 2.17617e+07 0.0244238 4.52509 0.366575 0.549353 0.66443
1539.28 2.18281e+07 0.0242735 4.52333 0.366556 0.549368 0.664435
1543.9 2.18948e+07 0.024124 4.52159 0.366536 0.549383 0.664441
1548.53 2.19617e+07 0.0239756 4.51985 0.366517 0.549398 0.664447
1553.17 2.20287e+07 0.023828 4.51813 0.366498 0.549413 0.664453
1557.83 2.2096e+07 0.0236813 4.51642 0.366479 0.549428 0.664458
1562.5 2.21635e+07 0.0235356 4.51472 0.36646 0.549443 0.664464
1567.18 2.22311e+07 0.0233908 4.51303 0.366442 0.549458 0.664469
1571.88 2.2299e+07 0.0232468 4.51135 0.366423 0.549472 0.664475
1576.59 2.23671e+07 0.0231038 4.50968 0.366405 0.549487 0.664481
1581.32 2.24353e+07 0.0229617 4.50802 0.366386 0.549501 0.664486
1586.06 2.25038e+07 0.0228204 4.50637 0.366368 0.549515 0.664491
1590.82 2.25725e+07 0.0226801 4.50474 0.36635 0.549529 0.664497
1595.59 2.26414e+07 0.0225406 4.50311 0.366332 0.549543 0.664502
1600.37 2.27105e+07 0.022402 4.50149 0.366314 0.549557 0.664508
1605.17 2.27798e+07 0.0222642 4.4999 0.366297 0.549571 0.664513
1609.98 2.28493e+07 0.0221273 4.49833 0.36628 0.549585 0.664518
